Category,Subcategory,Product URL,Additional XPath Data 1,Additional XPath Data 2
en,vegetablescat=1682,https://www.sativa.bio/en/chiba-green-bo94,"Sowing calendar
Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec
Outdoor sowing
0 0 0 0
0 0 0 0
0 0 0 0
1 1 1 1
1 1 1 1
1 1 1 1
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
Harvest
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
1 1 1 1
1 1 1 1
0 0 0 0
0 0 0 0
0 0 0 0","CHIBA GREEN
bo94
Very tasty and early edamame soybean. Productive, compact and upright plant with big beans. Harvest is convenient because the big beans mature uniformly. Nice steamed fresh or dried.
Type: Soy bean"
en,vegetablescat=1682,https://www.sativa.bio/en/green-shell-bo95,"Sowing calendar
Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec
Outdoor sowing
0 0 0 0
0 0 0 0
0 0 0 0
1 1 1 1
1 1 1 1
1 1 1 1
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
Harvest
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
1 1 1 1
1 1 1 1
0 0 0 0
0 0 0 0
0 0 0 0","GREEN SHELL
bo95
Early, high-yielding edamame bean with extra-large soya beans. Prefers temperate climates. Bright green pods, delicate, full-bodied flavor.
Height: 60 cm
Type: Soy bean"
en,vegetablescat=1682,https://www.sativa.bio/en/hokkai-green-bo97,"Sowing calendar
Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec
Outdoor sowing
0 0 0 0
0 0 0 0
0 0 0 0
1 1 1 1
1 1 1 1
1 1 1 1
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
Harvest
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 1 1
1 1 1 1
1 1 0 0
0 0 0 0
0 0 0 0","HOKKAI GREEN
bo97
This new compact variety from Japan has lovely large pods and produces a high yield. A medium-early, stable edamame variety with a delicate taste.
Height: 50 cm
Type: Soy bean"
en,vegetablescat=1682,https://www.sativa.bio/en/soy-vaccine-zz01,Sowing calendar,"Soy vaccine
zz01
The efficiency of legumes depends on symbiosis with nitrogen-fixing nodule bacteria. The rhizobia strain needed by soy does not exist in Europe naturally. Therefore seed vaccination is necessary for a profitable soy bean cultivation. A 5g portion of the vaccine LegumeFix is sufficient for 1kg of soy bean seed."
en,vegetablescat=1682,https://www.sativa.bio/en/tofu-soja-bo96,"NEW
TOFU-SOJA
bo96
Soybean with a light hilum and very high protein content for food use or green manure. Particularly suitable for making tofu, but not as edamame. They are ripe when the grains can no longer be scratched with a fingernail.
Height: 50 cm
Type: Tofu Soy",
