Category,Subcategory,Product URL,Additional XPath Data 1,Additional XPath Data 2
en,vegetablescat=1708,https://www.sativa.bio/en/fidel-ks-sat36-ko30,"Sowing calendar
Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec
Outdoor sowing
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
1 1 1 1
1 1 1 1
1 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
Harvest
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
1 1 1 1
1 1 1 1
0 0 0 0
Explanations
Conservation Breeding: For this variety Sativa practices conservation breeding in Rheinau. To ensure high-quality varieties, they must be maintained. They are regularly replicated and selected by their positive characteristics. In doing so the varieties are continually improved and adapted to growing conditions.","FIDEL KS (SAT36)
ko30
Compact, cylindrical chinese cabbage for harvesting in autumn and storage. Heads of 0.8-1.3 kg weight, time to harvest 80-90 days. Can still be sown in early August. Variety bred by Sativa.
Type: cylindrical"
en,vegetablescat=1708,https://www.sativa.bio/en/granat-prospecierara-ko33,"Sowing calendar
Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec
Outdoor sowing
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
1 1 1 1
1 1 1 1
1 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
Harvest
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
1 1 1 1
1 1 1 1
0 0 0 0
Explanations
ProSpecieRara: This variety has been awarded by ProSpecieRara as a rare or old variety. ProSpecieRara is a foundation dedicated to preserving the diversity of rare plant varieties. In long-term cooperation with ProSpecieRara, Sativa is active in the important preservation and cultivation of these traditional varieties.","GRANAT
 ko33
Variety with long, slender, closed heads for harvesting in autumn. Sow mid June to early August. Not suitable for storage.
Type: long, slender"
