Category,Subcategory,Product URL,Additional XPath Data 1,Additional XPath Data 2
en,vegetablescat=1665,https://www.sativa.bio/en/halblange-turga-prospecierara-pa60,"Sowing calendar
Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec
Outdoor sowing
0 0 0 0
0 0 0 0
1 1 1 1
1 1 1 1
1 1 1 1
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
Harvest
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
1 1 1 1
1 1 1 1
1 1 1 1
0 0 0 0
Explanations
ProSpecieRara: This variety has been awarded by ProSpecieRara as a rare or old variety. ProSpecieRara is a foundation dedicated to preserving the diversity of rare plant varieties. In long-term cooperation with ProSpecieRara, Sativa is active in the important preservation and cultivation of these traditional varieties.
Primed seeds: During priming, the germination process is activated for faster and more uniform emergence. The priming effect is only maintained for a few weeks. This seed should be stored cool (approx. 5°C), dry and dark. The primed seeds in our range are primed using a biocompatible technique.
Seed tape (portion content: 1 seed tape of 5m): This item is available in a special form for simple gardening. Here the seeds are fixed at appropriate distances between two thin pieces of carrier paper. To sow, this is then buried directly in the ground. The annoying job of separating or pricking out seedlings is no longer necessary. Whatever the variety, there are models for balcony planters, pots, or a row seeder.","HALBLANGE TURGA
  pa60
Long, yellow-white roots and strong foliage. Frost hardy, can remain in ground until spring. Monitor for mouse damage. Close sowing will result in many thin roots, but too much space between plants can lead to the flesh becoming spongy."
en,vegetablescat=1665,https://www.sativa.bio/en/northern-snow-sg-bioverita-pa90,"Sowing calendar
Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec
Outdoor sowing
0 0 0 0
0 0 0 0
1 1 1 1
1 1 1 1
1 1 1 1
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
Harvest
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
1 1 1 1
1 1 1 1
1 1 1 1
0 0 0 0
Explanations
Bioverita: This variety is an organic, newly bred, variety. It has been cultivated from the very outset in organic conditions, to best adapt to organic cultivation. Varieties that carry the Bioverita label are reproducible and fertile, and aim to offer an alternative to hybrid-seeds to professional gardeners.
Pelleted seeds (pills). The seeds are coated with mineral fillers. The aim is to standardise size and shape to facilitate (technical) sowing. The biocompatible pills are sold per piece.","NORTHERN SNOW SG
  pa90
Vigorous parsnip with healthy foliage. The roots grow long and have a slightly conical shape. Organic variety bred by Saat:gut e.V. from Northern Germany."
